GMB1,Industrial Complex 4 (toward Hyunjin Apartment),10001,36.13722878,128.4295068
GMB2,4th Industrial Complex (towards Umirinderskaganner),10002,36.1369758,128.4295047
GMB3,Across from the entrance to Industrial Complex 4 (Indong Nonghyup Okgye Branch),10003,36.13783282,128.4173727
GMB4,Geosang Building,10004,36.13616447,128.4170669
GMB5,4Gongdan entrance (toward Okgye),10005,36.13784545,128.4177297
GMB6,In front of Umirinder Sky,10006,36.13802154,128.4333038
GMB7,Umirinderskaganer,10007,36.13760063,128.4326199
GMB8,Ganegol (towards Baekjari),10008,36.24659486,128.2227509
GMB9,Kanegol (towards Muiri),10009,36.24666059,128.2228269
GMB10,Cross Garagol,10010,36.13244427,128.4303367
GMB11,In front of Garagol,10011,36.13228558,128.4303463
GMB12,Gasan 1-ri (toward Gasan-ri),10012,36.32982398,128.2981259
GMB13,Gasan 1-ri (toward Yongsan-ri),10013,36.32989177,128.2982526
GMB14,Gasanri,10014,36.31860433,128.296719
GMB16,In front of Gangdong Hospital,10016,36.09562321,128.4237331
GMB17,Gangjeong (toward Bonghan 2-ri),10017,36.19255621,128.3605911
GMB18,Gangjeong (towards Haepyeong bus stop),10018,36.19254923,128.3607716
GMB19,Moonseong Lake Xi Apartment,10019,36.16061792,128.3441867
GMB20,In front of Gyeongnam Honorsville,10020,36.16075998,128.3445282
GMB21,In front of Gyeongbuk Foreign Language High School,10021,36.12197983,128.3232334
GMB22,Across from Gyeongbuk Foreign Language High School,10022,36.12344949,128.3244061
GMB23,Kyungwoon University (Gumi Driver's License Center) Exit,10023,36.16242027,128.4664858
GMB24,Across the entrance to Kyungwoon University (Gumi Driver’s License Center),10024,36.16208244,128.4670546
GMB25,Entrance to Kyungwoon University (Gumi Driver's License Center),10025,36.16239475,128.4666873
GMB26,Kyungwoon University (Gumi Driver's License Center),10026,36.1667957,128.4676174
GMB27,Songwon Overpass Entrance Intersection (towards Jisan 1-dong),10027,36.12641889,128.3454733
GMB28,Songwon Overpass Entrance Intersection (towards Gumi General Terminal),10028,36.1270635,128.3438338
GMB30,Across the Goa Agricultural and Industrial Complex,10030,36.21266788,128.3248722
GMB31,In front of Goa Agricultural and Industrial Complex,10031,36.21327273,128.3242733
GMB32,In front of Nakdong River Unit,10032,36.16946911,128.354261
GMB33,Across the Nakdong River,10033,36.16929597,128.3546324
GMB34,Goa Sinchon (towards Hoengsan Entrance),10034,36.20175266,128.2965225
GMB35,Goa Sinchon (towards Pasan-ri),10035,36.20163991,128.2963486
GMB36,Across from Goa Eden Apartment,10036,36.22503642,128.3103133
GMB37,In front of Goa Eden Apartment,10037,36.22493041,128.3107816
GMB38,Across from Goa-eup Administrative Welfare Center,10038,36.21133826,128.3268072
GMB39,In front of Goa Elementary School,10039,36.21149047,128.3269902
GMB40,Goa stop,10040,36.20888545,128.3295161
GMB41,In front of Goa-eup Administrative Welfare Center,10041,36.20990718,128.3291771
GMB42,Across from Paradia A,10042,36.10363554,128.3819842
GMB43,In front of Paradia A,10043,36.1042222,128.3821065
GMB44,Across from the 3rd main building of the industrial complex,10044,36.10607132,128.3820056
GMB45,In front of Industrial Complex 3,10045,36.10615119,128.382081
GMB46,In front of the industrial complex headquarters,10046,36.11103985,128.378652
GMB47,Across from the industrial complex headquarters,10047,36.1108184,128.3769909
GMB48,In front of Gwangmyeong Building,10048,36.10634792,128.3633831
GMB49,Gwangpyeong-dong Senior Center,10049,36.10677417,128.3663357
GMB50,In front of Gwangpyeong-dong Administrative Welfare Center,10050,36.10375733,128.3663483
GMB52,In front of Gwangpyeong-dong Prugio Apartment,10052,36.10215374,128.3653734
GMB53,Across from Gwangpyeong-dong Prugio Apartment,10053,36.10196731,128.3650976
GMB54,Goegok 1-ri (toward Goegok 3-gaori),10054,36.17264534,128.4134844
GMB55,Goegok 1-ri (toward Goegok 2-ri),10055,36.17273473,128.4135046
GMB56,Goegok 2-ri (toward Goegok 1-ri),10056,36.1773987,128.4081399
GMB57,Goegok 2-ri (toward Munyang-ri),10057,36.17769938,128.4080638
GMB58,Goegok 3rd Street,10058,36.16724281,128.4155935
GMB60,Goegok 3rd Street (toward Goegok 1-ri),10060,36.16833614,128.4153518
GMB61,Goepyeong,10061,36.17148469,128.3727444
GMB62,Across from Goepyeong Rainbow Apartment,10062,36.16965023,128.3675643
GMB64,Songcheon 4-ri Entrance (across from Gumi University),10064,36.14936314,128.2840177
GMB65,In front of Gumi University,10065,36.1487232,128.2890064
GMB66,Across the entrance to Songcheon 4-ri (Gumi University),10066,36.14944114,128.2842115
GMB67,Across from Gumi University,10067,36.14976567,128.2862088
GMB68,In front of Gumi Boys’ High School,10068,36.13756898,128.3323801
GMB69,Across from Gumi Namgo,10069,36.13748744,128.3322033
GMB70,Gumi Remicon Crossing,10070,36.08806215,128.4105503
GMB71,In front of Gumi Remicon,10071,36.08796473,128.4107409
GMB72,Across from the livestock product distribution center,10072,36.13024899,128.3091872
GMB73,Gumi Catholic Nursing Hospital,10073,36.13474779,128.334929
GMB74,In front of Gumi Tax Office,10074,36.11102995,128.3834247
GMB75,Across from Gumi Tax Office,10075,36.11081041,128.3831988
